customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnVal,gender,SeniorCitizen,Partner,Dependents
1498-NHTLT,59,Yes,Two year,Yes,Electronic check,86.75,5186,0,0,Male,0,Yes,Yes
1402-PTHGN,18,Yes,One year,Yes,Mailed check,61.5,1087.45,0,0,Female,0,Yes,Yes
4176-RELJR,67,Yes,Two year,No,Credit card (automatic),25.1,1672.15,0,0,Male,1,No,No
5199-FPUSP,33,No,One year,No,Credit card (automatic),34.05,1113.95,0,0,Male,0,No,Yes
6377-KSLXC,5,Yes,Month-to-month,No,Mailed check,19.95,107.05,0,0,Male,0,No,No
1796-JANOW,2,Yes,Month-to-month,No,Mailed check,19.95,38.15,0,0,Female,0,No,No
0238-WHBIQ,72,Yes,Two year,No,Credit card (automatic),89.7,6339.3,0,0,Male,0,Yes,Yes
8735-NBLWT,9,Yes,Month-to-month,No,Mailed check,20.4,184.1,0,0,Male,0,No,Yes
6651-RLGGM,67,Yes,Two year,No,Mailed check,26.3,1688.9,0,0,Male,0,Yes,Yes
1614-JBEBI,8,Yes,Month-to-month,Yes,Mailed check,20.7,137.6,0,0,Female,0,No,No
5696-EXCYS,17,Yes,Two year,No,Credit card (automatic),19.45,369.05,0,0,Male,0,No,No
5795-KTGUD,68,Yes,Two year,Yes,Bank transfer (automatic),110.8,7553.6,0,0,Female,0,Yes,No
7924-GJZFI,25,Yes,Month-to-month,Yes,Electronic check,69.3,1813.1,0,0,Female,1,Yes,No
4702-HDRKD,67,No,One year,Yes,Bank transfer (automatic),49.35,3321.35,0,0,Male,0,No,No
8512-WIWYV,32,Yes,One year,No,Credit card (automatic),20.35,707.5,0,0,Male,0,No,No
5897-ZYEKH,67,Yes,One year,Yes,Electronic check,105.6,7112.15,0,0,Female,1,Yes,No
5456-ITGIC,72,No,Two year,Yes,Credit card (automatic),64.45,4641.1,0,0,Male,1,Yes,No
1406-PUQVY,1,Yes,Month-to-month,Yes,Electronic check,49.9,49.9,0,0,Male,0,No,Yes
9114-AAFQH,48,Yes,One year,Yes,Electronic check,65.65,3094.65,0,0,Female,0,Yes,No
8715-KKTFG,61,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,0,0,Female,0,Yes,No
1728-BQDMA,2,Yes,Month-to-month,No,Electronic check,44.45,82.7,0,0,Female,0,No,No
5117-ZSMHQ,71,Yes,Two year,No,Bank transfer (automatic),89.9,6342.7,0,0,Female,0,Yes,Yes
5151-HQRDG,37,Yes,Month-to-month,Yes,Mailed check,55.05,2030.75,0,0,Male,0,Yes,No
0960-HUWBM,65,Yes,Two year,Yes,Bank transfer (automatic),104.1,6700.05,0,0,Male,0,Yes,Yes
6465-GSRCL,67,Yes,One year,Yes,Bank transfer (automatic),106.6,7244.7,0,0,Female,0,No,Yes
0263-FJTQO,50,Yes,Two year,Yes,Credit card (automatic),70.5,3486.65,0,0,Male,0,Yes,Yes
7319-ZNRTR,25,Yes,One year,No,Electronic check,19.6,411.15,0,0,Male,0,Yes,Yes
7503-EPSZW,64,Yes,Two year,Yes,Mailed check,24.05,1559.15,0,0,Female,0,Yes,Yes
7089-XXAYG,25,No,One year,Yes,Credit card (automatic),38.1,970.4,0,0,Male,0,Yes,No
8070-AAWZP,24,No,Month-to-month,No,Mailed check,34.25,828.2,0,0,Male,1,Yes,No
1666-JXLKU,37,Yes,Month-to-month,Yes,Electronic check,100.05,3810.55,0,0,Female,0,No,No
7855-DIWPO,21,Yes,Month-to-month,Yes,Electronic check,68.65,1493.2,0,0,Female,0,No,No
5133-POWUA,1,Yes,Month-to-month,Yes,Mailed check,45.8,45.8,0,0,Male,0,No,No
5652-MSDEY,10,Yes,Month-to-month,Yes,Mailed check,75.75,777.3,0,0,Female,0,No,No
1810-BOHSY,51,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,0,0,Male,0,Yes,No
1784-BXEFA,10,Yes,Month-to-month,Yes,Mailed check,20.55,187.35,0,0,Female,0,No,No
7351-MHQVU,6,No,Month-to-month,No,Credit card (automatic),50.95,307.6,0,0,Female,0,No,No
9224-VTYID,47,Yes,Two year,Yes,Mailed check,90.5,4318.35,0,0,Male,0,Yes,Yes
9500-IWPXQ,61,Yes,One year,Yes,Electronic check,79.4,4820.55,0,0,Female,0,Yes,Yes
5762-TJXGK,52,No,Two year,Yes,Bank transfer (automatic),58.75,3038.55,0,0,Female,0,No,No
4504-YOULA,35,Yes,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,0,0,Female,0,Yes,Yes
5569-IDSEY,71,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,0,0,Male,0,Yes,No
7284-ZZLOH,45,Yes,Two year,No,Credit card (automatic),53.3,2296.25,0,0,Male,0,Yes,No
1777-JYQPJ,2,No,Month-to-month,No,Mailed check,24.3,38.45,0,0,Male,0,No,No
3401-URHDA,51,Yes,One year,No,Credit card (automatic),59.9,3043.6,0,0,Male,0,No,No
1599-EAHXY,60,Yes,One year,No,Credit card (automatic),23.95,1506.4,0,0,Male,0,Yes,Yes
8631-XVRZL,9,Yes,One year,Yes,Mailed check,20.15,163.7,0,0,Male,0,No,No
3853-LYGAM,17,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640,0,0,Male,0,No,No
5751-USDBL,46,Yes,Two year,No,Mailed check,81.0,3846.35,0,0,Male,0,Yes,Yes
5680-LQOGP,68,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,0,0,Female,0,No,No
8189-DUKMV,4,Yes,One year,No,Bank transfer (automatic),20.5,79.05,0,0,Female,0,Yes,No
9931-DCEZH,28,Yes,One year,Yes,Credit card (automatic),54.4,1516.6,0,0,Male,0,No,Yes
1898-JSNDC,39,Yes,One year,Yes,Credit card (automatic),58.6,2224.5,0,0,Female,0,No,No
0315-LVCRK,11,Yes,Month-to-month,No,Electronic check,84.8,888.75,0,0,Male,0,No,No
3911-RSNHI,71,No,Two year,Yes,Credit card (automatic),61.4,4310.35,0,0,Female,0,Yes,No
2410-CIYFZ,2,Yes,Month-to-month,No,Mailed check,20.4,42.9,0,0,Male,0,No,Yes
5505-OVWQW,17,Yes,One year,No,Mailed check,20.15,353.65,0,0,Female,0,No,No
7271-AJDTL,55,Yes,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,0,0,Female,0,Yes,No
1867-TJHTS,58,Yes,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,0,0,Female,0,No,No
6860-YRJZP,9,Yes,Month-to-month,Yes,Electronic check,74.05,678.45,0,0,Male,1,No,No
4429-WYGFR,26,Yes,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,0,0,Male,0,No,No
2817-LVCPP,50,Yes,Two year,No,Credit card (automatic),19.4,1023.95,0,0,Female,0,No,No
5038-ETMLM,72,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,0,0,Female,0,Yes,No
5056-FIMPT,43,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,0,0,Female,0,No,Yes
4521-WFJAI,56,Yes,Two year,Yes,Bank transfer (automatic),25.95,1444.05,0,0,Male,0,No,No
6569-KTMDU,1,Yes,Month-to-month,No,Mailed check,19.1,19.1,0,0,Female,0,No,No
8809-XKHMD,72,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,0,0,Male,0,Yes,No
0396-YCHWO,36,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,0,0,Male,0,Yes,No
0867-LDTTC,5,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,0,0,Male,0,No,No
9391-DXGGG,44,Yes,One year,No,Credit card (automatic),89.15,3990.75,0,0,Female,1,No,No
9844-FELAJ,70,Yes,One year,Yes,Electronic check,107.9,7475.85,0,0,Female,1,Yes,Yes
2122-SZZZD,44,Yes,One year,No,Credit card (automatic),19.5,835.5,0,0,Male,0,No,No
3148-AOIQT,69,Yes,Two year,Yes,Credit card (automatic),24.95,1718.35,0,0,Female,0,Yes,No
8395-ETZKQ,68,Yes,One year,No,Bank transfer (automatic),19.5,1193.55,0,0,Male,1,Yes,Yes
6692-YQHXC,16,Yes,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,0,0,Male,0,No,No
3889-VWBID,68,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,0,0,Male,0,Yes,Yes
5222-JCXZT,4,Yes,Month-to-month,No,Mailed check,19.0,78.9,0,0,Male,0,No,No
9754-CLVZW,26,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,0,0,Female,0,Yes,Yes
2739-CCZMB,5,Yes,Month-to-month,No,Credit card (automatic),20.35,122,0,0,Male,0,No,Yes
7080-TNUWP,70,Yes,One year,Yes,Bank transfer (automatic),95.0,6602.9,0,0,Male,0,Yes,No
0496-AHOOK,24,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,0,0,Male,0,Yes,No
8336-TAVKX,72,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,0,0,Female,1,Yes,No
2468-SJFLM,1,Yes,Month-to-month,Yes,Mailed check,74.3,74.3,0,0,Male,0,No,No
3181-VTHOE,70,No,One year,Yes,Bank transfer (automatic),51.05,3635.15,0,0,Male,0,Yes,No
7168-HDQHG,36,Yes,Month-to-month,No,Bank transfer (automatic),19.2,702.9,0,0,Female,0,Yes,Yes
4567-AKPIA,41,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,0,0,Female,0,Yes,Yes
7901-HXJVA,14,Yes,Month-to-month,No,Electronic check,76.45,1117.55,0,0,Male,0,No,No
5924-IFQTT,13,Yes,Month-to-month,Yes,Electronic check,72.8,930.05,0,0,Male,0,Yes,Yes
7968-QUXNS,6,Yes,Month-to-month,No,Mailed check,18.95,110.15,0,0,Male,0,No,No
8903-WMRNW,15,Yes,Month-to-month,No,Electronic check,101.75,1669.4,0,0,Female,0,Yes,No
2452-SNHFZ,47,Yes,Month-to-month,No,Credit card (automatic),75.45,3545.1,0,0,Female,0,No,No
3629-WEAAM,8,Yes,Month-to-month,No,Mailed check,64.1,504.05,0,0,Female,0,No,No
6029-CSMJE,17,No,Month-to-month,Yes,Mailed check,25.65,440.2,0,0,Male,0,No,No
7993-NQLJE,15,Yes,Month-to-month,No,Mailed check,75.1,1151.55,0,0,Male,0,Yes,Yes
9909-DFRJA,26,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,0,0,Female,0,No,No
9099-FTUHS,23,Yes,Month-to-month,No,Electronic check,54.4,1249.25,0,0,Female,0,No,No
0581-BXBUB,4,Yes,Month-to-month,No,Electronic check,72.75,317.75,0,0,Female,1,No,No
4962-CHQPW,29,Yes,One year,No,Mailed check,19.85,535.05,0,0,Male,0,No,Yes
9467-ROOLM,25,Yes,Month-to-month,No,Mailed check,19.05,461.3,0,0,Female,0,No,No
5150-ITWWB,3,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,0,0,Male,1,No,No
2253-KPMNB,69,No,Two year,No,Bank transfer (automatic),46.25,3121.4,0,0,Female,0,Yes,Yes
1345-ZUKID,14,Yes,One year,No,Mailed check,19.35,324.8,0,0,Male,0,No,No
6429-SHBCB,19,Yes,Month-to-month,No,Mailed check,69.6,1394.55,0,0,Male,0,No,No
9281-OFDMF,39,Yes,Month-to-month,No,Electronic check,90.7,3413.25,0,0,Male,1,No,No
2603-HVKCG,31,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,0,0,Male,0,No,No
1834-WULEG,24,Yes,One year,No,Mailed check,20.25,439.75,0,0,Male,0,Yes,Yes
9097-ZUBYC,14,Yes,Month-to-month,No,Bank transfer (automatic),48.8,664.4,0,0,Male,0,Yes,No
5148-ORICT,64,Yes,Two year,Yes,Mailed check,74.35,4759.55,0,0,Female,0,Yes,No
4893-GYUJU,50,Yes,One year,Yes,Mailed check,19.35,1033,0,0,Female,0,No,No
4578-PHJYZ,52,Yes,One year,Yes,Electronic check,68.75,3482.85,0,0,Male,0,Yes,Yes
7272-QDCKA,28,Yes,One year,No,Electronic check,100.2,2688.45,0,0,Male,0,No,No
8908-SLFCJ,21,Yes,Two year,Yes,Credit card (automatic),20.85,435.25,0,0,Female,0,No,No
9766-HGEDE,17,Yes,One year,No,Mailed check,19.35,307,0,0,Female,0,Yes,No
6968-MHOMU,58,No,One year,Yes,Credit card (automatic),45.0,2689.35,0,0,Male,0,Yes,No
5044-XDPYX,51,Yes,Two year,No,Mailed check,25.5,1281.25,0,0,Female,0,Yes,No
1814-WFGVS,72,No,Two year,No,Mailed check,48.9,3527,0,0,Male,0,Yes,Yes
3721-WKIIL,27,Yes,Two year,Yes,Mailed check,19.6,561.15,0,0,Female,0,No,No
6734-CKRSM,3,Yes,Month-to-month,No,Mailed check,20.0,63.6,0,0,Female,0,No,No
1265-ZFOSD,64,Yes,Two year,Yes,Mailed check,81.3,5129.3,0,0,Female,0,Yes,No
6568-POCUI,45,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,0,0,Female,0,Yes,No
5197-LQXXH,71,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,0,0,Female,0,Yes,No
3457-PQBYH,58,Yes,Two year,No,Credit card (automatic),20.3,1160.75,0,0,Female,0,Yes,Yes
7682-AZNDK,34,Yes,Month-to-month,Yes,Electronic check,89.85,3091.75,0,0,Male,0,Yes,Yes
5384-ZTTWP,15,Yes,Month-to-month,No,Mailed check,19.8,272.95,0,0,Female,0,Yes,Yes
3745-HRPHI,66,No,Two year,No,Bank transfer (automatic),54.65,3632,0,0,Male,0,Yes,Yes
7636-OWBPG,12,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,0,0,Male,1,No,No
1231-YNDEK,58,Yes,Two year,Yes,Bank transfer (automatic),19.15,1035.5,0,0,Male,0,No,No
1407-DIGZV,3,Yes,Two year,No,Mailed check,19.1,52,0,0,Female,0,Yes,Yes
0570-BFQHT,9,Yes,Month-to-month,No,Electronic check,80.55,653.9,0,0,Female,0,No,No
4393-OBCRR,3,Yes,One year,No,Mailed check,20.25,71.2,0,0,Female,0,No,No
8564-LDKFL,40,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,0,0,Male,0,Yes,No
3696-DFHHB,68,Yes,Two year,No,Bank transfer (automatic),25.5,1821.8,0,0,Female,0,No,No
4717-GHADL,50,Yes,Two year,Yes,Mailed check,79.6,4024.2,0,0,Female,0,No,No
5501-TVMGM,1,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,0,0,Male,0,No,No
5879-HMFFH,72,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,0,0,Female,0,Yes,No
6772-WFQRD,40,Yes,One year,Yes,Bank transfer (automatic),20.4,854.9,0,0,Male,0,No,Yes
3810-DVDQQ,72,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,0,0,Female,0,Yes,Yes
6972-SNKKW,6,Yes,Month-to-month,No,Mailed check,20.0,109.2,0,0,Female,0,No,No
3694-GLTJM,5,Yes,Month-to-month,Yes,Credit card (automatic),19.65,92.05,0,0,Female,0,No,No
8550-XSXUQ,48,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,0,0,Male,0,Yes,No
9055-MOJJJ,64,Yes,One year,No,Mailed check,65.8,4068,0,0,Female,0,Yes,Yes
4359-INNWN,17,Yes,One year,No,Credit card (automatic),20.05,337.9,0,0,Female,0,No,No
0585-EGDDA,40,Yes,Month-to-month,Yes,Electronic check,80.0,3168.75,0,0,Male,0,Yes,No
4032-RMHCI,41,No,One year,No,Credit card (automatic),35.4,1412.4,0,0,Female,0,Yes,Yes
0549-CYCQN,51,Yes,One year,Yes,Bank transfer (automatic),79.6,3974.7,0,0,Male,1,No,No
3481-JHUZH,41,Yes,Month-to-month,Yes,Electronic check,80.25,3439,0,0,Male,0,Yes,No
3594-IVHJZ,2,Yes,Month-to-month,Yes,Mailed check,20.45,42.45,0,0,Female,0,No,No
6869-FGJJC,68,Yes,One year,No,Credit card (automatic),79.6,5461.45,0,0,Male,0,No,No
3896-ZVNET,24,Yes,Two year,No,Mailed check,24.7,571.75,0,0,Female,0,Yes,Yes
8205-VSLRB,70,Yes,Two year,No,Credit card (automatic),77.3,5498.2,0,0,Male,0,Yes,No
5960-MVTUK,3,No,Month-to-month,Yes,Electronic check,29.75,96.85,0,0,Male,0,No,No
6817-WTYHE,2,Yes,Month-to-month,No,Bank transfer (automatic),44.9,111.05,0,0,Male,0,No,No
3082-VQXNH,3,No,Month-to-month,No,Credit card (automatic),29.8,94.4,0,0,Male,0,Yes,No
4931-TRZWN,13,Yes,Month-to-month,Yes,Electronic check,71.95,923.85,0,0,Female,0,No,No
0750-EKNGL,7,Yes,Month-to-month,No,Mailed check,20.75,141.1,0,0,Male,0,No,No
7669-LCRSD,12,Yes,Month-to-month,Yes,Mailed check,56.3,628.65,0,0,Male,0,Yes,Yes
3567-PQTSO,53,Yes,One year,Yes,Electronic check,105.25,5576.3,0,0,Male,0,Yes,Yes
8043-PNYSD,63,Yes,Two year,No,Mailed check,19.55,1245.6,0,0,Male,0,Yes,Yes
9938-EKRGF,15,Yes,Month-to-month,No,Mailed check,84.45,1287.85,0,0,Female,0,No,No
2703-AMTUL,36,Yes,One year,No,Mailed check,53.65,1939.35,0,0,Male,0,Yes,Yes
0928-JMXNP,4,No,Month-to-month,Yes,Electronic check,29.9,118.25,0,0,Male,1,Yes,No
8173-RXAYP,24,Yes,Two year,No,Mailed check,19.7,452.55,0,0,Female,0,Yes,Yes
4825-XJGDM,61,No,One year,No,Credit card (automatic),43.7,2696.55,0,0,Female,0,No,No
5402-HTOTQ,16,Yes,Month-to-month,No,Electronic check,55.3,875.35,0,0,Male,0,No,No
6734-JDTTV,65,Yes,Two year,Yes,Credit card (automatic),19.85,1267.05,0,0,Male,0,Yes,Yes
7850-THJMU,26,Yes,Two year,No,Credit card (automatic),19.65,494.9,0,0,Female,0,Yes,Yes
3890-RTCMS,16,Yes,Month-to-month,Yes,Mailed check,49.45,799,0,0,Male,0,No,No
3717-FDJFU,5,Yes,Two year,No,Mailed check,20.45,106.9,0,0,Male,0,No,Yes
3665-JATSN,19,No,Month-to-month,Yes,Electronic check,39.7,710.05,0,0,Female,0,No,No
7966-YOTQW,10,Yes,Month-to-month,Yes,Credit card (automatic),54.5,568.2,0,0,Male,0,No,No
8853-TZDGH,72,Yes,Two year,Yes,Bank transfer (automatic),111.6,8012.75,0,0,Female,0,No,No
4324-BZCKL,10,Yes,Month-to-month,Yes,Mailed check,55.55,551.3,0,0,Female,0,Yes,Yes
6924-TDGMT,11,Yes,One year,Yes,Mailed check,20.55,184.95,0,0,Male,0,Yes,No
1536-YHDOE,17,Yes,One year,Yes,Mailed check,62.1,1096.65,0,0,Male,0,Yes,Yes
8123-QBNAZ,36,Yes,Month-to-month,Yes,Credit card (automatic),104.5,3684.95,0,0,Female,0,Yes,Yes
3629-ZNKXA,17,Yes,Month-to-month,Yes,Electronic check,101.8,1752.45,0,0,Male,1,No,No
4827-LTQRJ,66,Yes,One year,Yes,Credit card (automatic),110.6,7210.85,0,0,Female,1,Yes,Yes
7711-YIJWC,61,Yes,One year,No,Bank transfer (automatic),84.9,5264.5,0,0,Male,0,Yes,Yes
5482-VXSXJ,22,Yes,Month-to-month,Yes,Mailed check,93.2,2157.3,0,0,Male,0,No,No
7365-BVCJH,1,No,Month-to-month,Yes,Electronic check,24.4,24.4,0,0,Male,0,No,No
9620-ENEJV,6,Yes,Month-to-month,No,Credit card (automatic),70.55,433.95,0,0,Female,0,No,No
2378-YIZKA,68,Yes,Two year,Yes,Credit card (automatic),85.0,5607.75,0,0,Female,0,Yes,Yes
0689-DSXGL,52,Yes,Month-to-month,No,Bank transfer (automatic),85.8,4433.3,0,0,Female,0,Yes,Yes
6818-DJXAA,10,Yes,Month-to-month,Yes,Electronic check,91.1,964.35,0,0,Female,0,No,Yes
0464-WJTKO,72,Yes,Two year,No,Bank transfer (automatic),20.1,1460.85,0,0,Female,0,Yes,Yes
8902-ZEOVF,47,Yes,One year,No,Mailed check,20.05,951.55,0,0,Male,0,Yes,Yes
6778-EICRF,24,Yes,One year,No,Mailed check,74.8,1821.2,0,0,Male,0,Yes,Yes
2662-NNTDK,65,Yes,One year,No,Credit card (automatic),24.8,1600.95,0,0,Male,0,No,No
4132-KALRO,4,Yes,Month-to-month,Yes,Mailed check,100.85,399.25,0,0,Female,0,No,No
2874-YXVVA,34,Yes,Month-to-month,Yes,Electronic check,105.1,3634.8,0,0,Female,0,No,No
1245-HARPS,14,Yes,Two year,No,Mailed check,20.4,292.4,0,0,Female,0,Yes,No
4323-ELYYB,13,Yes,One year,No,Mailed check,20.0,218.55,0,0,Male,0,Yes,Yes
4293-ETKAP,65,Yes,Two year,Yes,Bank transfer (automatic),79.4,5071.9,0,0,Female,0,Yes,Yes
6064-PUPMC,23,Yes,One year,No,Credit card (automatic),57.2,1423.35,0,0,Male,0,Yes,Yes
6504-VBLFL,55,Yes,Two year,No,Electronic check,58.6,3068.6,0,0,Male,0,Yes,No
6322-PJJDJ,49,Yes,Two year,Yes,Electronic check,94.8,4690.65,0,0,Male,0,Yes,No
0330-BGYZE,60,Yes,One year,No,Bank transfer (automatic),102.5,6157.6,0,0,Male,0,Yes,No
1085-LDWAM,69,Yes,One year,Yes,Credit card (automatic),20.35,1442.65,0,0,Female,0,Yes,Yes
7586-ZATGZ,40,Yes,Month-to-month,Yes,Electronic check,84.9,3369.05,0,0,Male,0,No,No
7197-VOJMM,67,Yes,Two year,Yes,Credit card (automatic),69.2,4671.65,0,0,Male,0,Yes,No
1843-TLSGD,13,Yes,Two year,No,Mailed check,20.85,272.35,0,0,Female,0,Yes,Yes
9626-VFRGG,41,Yes,Month-to-month,Yes,Bank transfer (automatic),88.5,3645.05,0,0,Female,0,No,Yes
7075-BNDVQ,4,No,Month-to-month,No,Mailed check,35.0,135.75,0,0,Female,0,No,No
9143-CANJF,24,Yes,Month-to-month,No,Electronic check,55.15,1319.85,0,0,Female,0,Yes,Yes
7284-BUYEC,5,No,Month-to-month,Yes,Credit card (automatic),50.95,229.4,0,0,Female,0,No,No
2041-JIJCI,5,Yes,Month-to-month,Yes,Electronic check,64.0,370.25,0,0,Female,0,No,No
4900-MSOMT,72,Yes,Two year,No,Bank transfer (automatic),80.2,5714.2,0,0,Female,0,Yes,Yes
2229-VWQJH,24,Yes,Month-to-month,Yes,Credit card (automatic),49.3,1233.25,0,0,Female,0,No,No
9194-GFVOI,42,Yes,Two year,No,Credit card (automatic),84.35,3571.6,0,0,Female,0,Yes,No
1336-EZFZY,4,Yes,Month-to-month,No,Mailed check,20.05,83.3,0,0,Female,0,No,No
4282-MSACW,68,Yes,One year,Yes,Credit card (automatic),117.2,8035.95,0,0,Male,0,No,No
1403-LKLIK,33,Yes,One year,No,Mailed check,20.1,579.4,0,0,Female,0,Yes,Yes
0136-IFMYD,69,Yes,Two year,Yes,Electronic check,109.95,7634.25,0,0,Male,1,Yes,No
5144-TVGLP,38,Yes,Month-to-month,No,Electronic check,94.75,3653,0,0,Male,1,No,No
9643-AVVWI,3,Yes,Month-to-month,Yes,Electronic check,80.0,241.3,0,0,Female,0,Yes,Yes
0253-ZTEOB,48,Yes,Two year,No,Electronic check,79.65,3870.3,0,0,Female,0,Yes,Yes
2706-QZIHY,15,Yes,Two year,No,Mailed check,25.2,387.9,0,0,Female,0,Yes,No
6061-PQHMK,25,Yes,One year,No,Credit card (automatic),19.9,527.5,0,0,Female,0,No,No
6137-MFAJN,48,No,Month-to-month,Yes,Electronic check,44.8,2104.55,0,0,Female,0,No,No
9122-UMROB,1,Yes,Month-to-month,No,Mailed check,20.3,20.3,0,0,Male,0,No,No
4232-JGKIY,1,Yes,Month-to-month,No,Electronic check,19.2,19.2,0,0,Male,0,No,No
2402-TAIRZ,37,Yes,One year,No,Electronic check,80.05,3019.1,0,0,Female,0,No,No
9659-ZTWSM,66,Yes,One year,Yes,Bank transfer (automatic),107.35,7051.95,0,0,Male,1,Yes,No
9139-TWBAS,26,No,One year,No,Bank transfer (automatic),47.85,1190.5,0,0,Female,0,Yes,No
6685-GBWJZ,63,Yes,One year,No,Credit card (automatic),70.8,4448.8,0,0,Male,0,Yes,No
2195-VVRJF,18,Yes,Month-to-month,Yes,Credit card (automatic),59.1,1011.05,0,0,Male,1,Yes,No
3913-RDSJZ,64,Yes,Two year,No,Mailed check,25.55,1714.95,0,0,Female,0,Yes,No
4203-QGNZA,28,Yes,Month-to-month,No,Mailed check,20.25,535.35,0,0,Female,0,No,Yes
5043-TRZWM,1,Yes,Month-to-month,No,Electronic check,75.55,75.55,0,0,Female,0,No,No
9494-BDNNC,66,Yes,One year,No,Electronic check,95.3,6273.4,0,0,Male,0,Yes,No
1640-PLFMP,1,Yes,Month-to-month,Yes,Electronic check,70.25,70.25,0,0,Female,0,No,No
5366-OBVMR,18,Yes,Month-to-month,Yes,Mailed check,50.3,908.75,0,0,Female,0,Yes,No
7644-OMVMY,0,Yes,Two year,No,Mailed check,19.85, ,0,0,Male,0,Yes,Yes
4573-JKNAE,12,Yes,Two year,No,Bank transfer (automatic),19.35,212.3,0,0,Male,0,No,Yes
9817-APLHW,12,Yes,Month-to-month,No,Electronic check,25.0,316.2,0,0,Male,0,No,No
8380-MQINP,55,Yes,Two year,No,Mailed check,20.3,1079.05,0,0,Female,0,Yes,Yes
0840-DFEZH,7,Yes,Month-to-month,Yes,Electronic check,75.35,564.65,0,0,Female,0,No,No
8690-ZVLCL,68,Yes,Two year,No,Credit card (automatic),88.0,6161.9,0,0,Female,0,Yes,Yes
1125-SNVCK,49,Yes,Month-to-month,No,Mailed check,43.8,2106.05,0,0,Female,1,No,No
0384-LPITE,40,No,One year,No,Credit card (automatic),62.05,2511.55,0,0,Male,0,No,No
4616-EWBNJ,16,Yes,One year,No,Bank transfer (automatic),20.1,318.6,0,0,Female,0,No,No
1335-HQMKX,72,Yes,One year,Yes,Electronic check,101.35,7323.15,0,0,Female,0,Yes,No
2545-EBUPK,2,Yes,Month-to-month,Yes,Electronic check,84.05,186.05,0,0,Female,1,No,No
6923-AQONU,23,Yes,Two year,No,Mailed check,20.9,454,0,0,Male,0,Yes,Yes
2172-EJXVF,71,Yes,One year,Yes,Electronic check,105.9,7521.95,0,0,Female,1,No,No
4536-PLEQY,12,Yes,Month-to-month,Yes,Credit card (automatic),85.05,999.8,0,0,Male,0,Yes,No
7029-IJEJK,54,No,One year,No,Bank transfer (automatic),44.1,2369.7,0,0,Female,0,No,No
8871-JLMHM,68,Yes,Two year,No,Credit card (automatic),90.2,6297.65,0,0,Female,0,Yes,No
5447-VYTKW,27,Yes,Month-to-month,No,Mailed check,53.45,1461.45,0,0,Male,0,No,No
3623-FQBOX,21,Yes,Month-to-month,Yes,Mailed check,19.95,416.4,0,0,Male,0,No,No
8659-HDIYE,64,Yes,Month-to-month,No,Credit card (automatic),74.65,4869.35,0,0,Female,1,No,No
3474-BAFSJ,57,No,Two year,Yes,Bank transfer (automatic),57.5,3265.95,0,0,Male,0,Yes,No
3865-ZFZIB,19,Yes,Two year,No,Mailed check,19.65,358.15,0,0,Male,0,No,No
1855-AGAWH,31,Yes,One year,Yes,Electronic check,93.8,2939.8,0,0,Male,0,Yes,No
7109-CQYUZ,52,Yes,Two year,Yes,Mailed check,89.25,4652.4,0,0,Male,0,No,No
1370-GGAWX,46,Yes,One year,Yes,Electronic check,94.15,4408.45,0,0,Female,0,No,No
4680-KUTAJ,11,Yes,Month-to-month,Yes,Electronic check,55.6,580.8,0,0,Female,1,No,No
5307-UVGNB,53,No,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,0,0,Female,0,Yes,Yes
2883-ILGWO,57,Yes,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,0,0,Male,1,No,No
